159,Pasadena,Texas,152735,7.50%
183,Pasadena,California,139731,3.80%
506,Pasco,Washington,67599,98.50%
478,Passaic,New Jersey,70868,4.30%
175,Paterson,New Jersey,145948,-2.20%
473,Pawtucket,Rhode Island,71172,-2.50%
708,Peabody,Massachusetts,52044,7.50%
923,Peachtree Corners,Georgia,40059,0%
292,Pearland,Texas,100065,117.20%
150,Pembroke Pines,Florida,162329,17.40%
696,Pensacola,Florida,52703,-6.00%
149,Peoria,Arizona,162592,46.50%
232,Peoria,Illinois,116513,3.00%
466,Perris,California,72326,98.70%
709,Perth Amboy,New Jersey,51982,9.70%
601,Petaluma,California,59440,8.40%
683,Pflugerville,Texas,53752,123.40%
455,Pharr,Texas,73790,55.70%
983,Phenix City,Alabama,37498,31.90%
5,Philadelphia,Pennsylvania,1553165,2.60%
6,Phoenix,Arizona,1513367,14.00%
547,Pico Rivera,California,63771,0.40%
805,Pine Bluff,Arkansas,46094,-16.20%
744,Pinellas Park,Florida,49998,5.90%
516,Pittsburg,California,66695,16.60%
62,Pittsburgh,Pennsylvania,305841,-8.30%
836,Pittsfield,Massachusetts,44057,-3.60%
704,Placentia,California,52206,11.80%
730,Plainfield,New Jersey,50588,5.70%
879,Plainfield,Illinois,41734,203.60%
70,Plano,Texas,274409,22.40%
340,Plantation,Florida,90268,8.60%
450,Pleasanton,California,74110,15.20%
453,Plymouth,Minnesota,73987,12.00%
674,Pocatello,Idaho,54350,5.40%
162,Pomona,California,151348,2.10%
276,Pompano Beach,Florida,104410,4.00%
594,Pontiac,Michigan,59887,-11.40%
677,Port Arthur,Texas,54135,-6.00%
631,Port Orange,Florida,57203,22.80%
142,Port St. Lucie,Florida,171016,91.70%
788,Portage,Michigan,47523,5.70%
661,Porterville,California,55174,20.10%
29,Portland,Oregon,609456,15.00%
519,Portland,Maine,66318,3.20%
310,Portsmouth,Virginia,96205,-4.20%
755,Poway,California,49417,2.40%
907,Prescott,Arizona,40590,18.10%
929,Prescott Valley,Arizona,39791,62.90%
134,Providence,Rhode Island,177994,2.30%
233,Provo,Utah,116288,10.00%
259,Pueblo,Colorado,108249,5.90%
959,Puyallup,Washington,38609,11.80%
320,Quincy,Massachusetts,93494,5.80%
899,Quincy,Illinois,40915,0.50%
421,Racine,Wisconsin,78199,-4.40%
43,Raleigh,North Carolina,431746,48.70%
503,Rancho Cordova,California,67911,26.40%
141,Rancho Cucamonga,California,171386,32.70%
867,Rancho Palos Verdes,California,42448,2.90%
758,Rancho Santa Margarita,California,49228,4.60%
479,Rapid City,South Dakota,70812,17.90%
353,Reading,Pennsylvania,87893,8.00%
334,Redding,California,91119,11.90%
486,Redlands,California,69999,9.40%
627,Redmond,Washington,57530,26.00%
504,Redondo Beach,California,67815,6.70%
403,Redwood City,California,80872,7.10%
90,Reno,Nevada,233294,26.80%
305,Renton,Washington,97003,88.40%
682,Revere,Massachusetts,53756,13.40%
284,Rialto,California,101910,9.80%
275,Richardson,Texas,104475,13.20%
700,Richland,Washington,52413,34.60%
99,Richmond,Virginia,214114,8.20%
262,Richmond,California,107571,7.90%
329,Rio Rancho,New Mexico,91956,74.40%
59,Riverside,California,316619,22.50%
897,Riverton,Utah,40921,61.60%
298,Roanoke,Virginia,98465,3.80%
103,Rochester,New York,210358,-4.10%
246,Rochester,Minnesota,110742,23.90%
460,Rochester Hills,Michigan,72952,5.70%
492,Rock Hill,South Carolina,69103,36.00%
951,Rock Island,Illinois,38877,-1.90%
164,Rockford,Illinois,150251,-1.00%
597,Rocklin,California,59738,60.30%
544,Rockville,Maryland,64072,34.00%
895,Rockwall,Texas,40922,117.20%
634,Rocky Mount,North Carolina,56954,-3.10%
591,Rogers,Arkansas,60112,50.60%
885,Rohnert Park,California,41398,0.00%
931,Romeoville,Illinois,39650,79.50%
672,Rosemead,California,54561,1.70%
206,Roseville,California,127035,56.20%
786,Roseville,Michigan,47555,-1.00%
318,Roswell,Georgia,94034,15.20%
769,Roswell,New Mexico,48611,7.50%
251,Round Rock,Texas,109821,81.00%
623,Rowlett,Texas,58043,28.60%
974,Roy,Utah,37733,13.30%
610,Royal Oak,Michigan,58946,-1.70%
35,Sacramento,California,479686,17.20%
736,Saginaw,Michigan,50303,-18.20%
152,Salem,Oregon,160614,16.40%
866,Salem,Massachusetts,42544,5.10%
779,Salina,Kansas,47846,4.50%
157,Salinas,California,155662,8.40%
124,Salt Lake City,Utah,191180,5.10%
742,Sammamish,Washington,50169,44.10%
302,San Angelo,Texas,97492,10.20%
7,San Antonio,Texas,1409019,21.00%
100,San Bernardino,California,213708,13.00%
868,San Bruno,California,42443,5.60%
258,San Buenaventura (Ventura),California,108817,7.40%
537,San Clemente,California,65040,28.60%
8,San Diego,California,1355896,10.50%
14,San Francisco,California,837442,7.70%
919,San Gabriel,California,40275,0.90%
810,San Jacinto,California,45851,91.80%
10,San Jose,California,998537,10.50%
352,San Leandro,California,87965,10.30%
802,San Luis Obispo,California,46377,4.40%
346,San Marcos,California,89387,60.00%
679,San Marcos,Texas,54076,48.50%
286,San Mateo,California,101128,9.00%
609,San Rafael,California,58994,5.00%
449,San Ramon,California,74513,65.80%
341,Sandy,Utah,90231,1.30%
295,Sandy Springs,Georgia,99770,17.40%
650,Sanford,Florida,56002,42.80%
57,Santa Ana,California,334227,-1.20%
339,Santa Barbara,California,90412,0.90%
220,Santa Clara,California,120245,17.40%
133,Santa Clarita,California,179590,15.30%
556,Santa Cruz,California,62864,12.50%
487,Santa Fe,New Mexico,69976,10.50%
281,Santa Maria,California,102216,30.90%
326,Santa Monica,California,92472,9.60%
140,Santa Rosa,California,171990,15.20%
648,Santee,California,56105,5.70%
688,Sarasota,Florida,53326,1.40%
180,Savannah,Georgia,142772,7.50%
829,Sayreville,New Jersey,44412,9.60%
445,Schaumburg,Illinois,74907,-0.50%
525,Schenectady,New York,65902,6.70%
95,Scottsdale,Arizona,226918,11.00%
438,Scranton,Pennsylvania,75806,0.00%
21,Seattle,Washington,652405,15.60%
948,Shakopee,Minnesota,39167,85.70%
541,Shawnee,Kansas,64323,32.20%
766,Sheboygan,Wisconsin,48725,-3.90%
892,Shelton,Connecticut,40999,7.30%
946,Sherman,Texas,39296,11.60%
668,Shoreline,Washington,54790,2.90%
113,Shreveport,Louisiana,200327,-0.10%
823,Sierra Vista,Arizona,45129,19.30%
210,Simi Valley,California,126181,12.60%
393,Sioux City,Iowa,82459,-2.90%
147,Sioux Falls,South Dakota,164676,31.10%
533,Skokie,Illinois,65176,2.80%
687,Smyrna,Georgia,53438,20.00%
855,Smyrna,Tennessee,43060,54.90%
414,Somerville,Massachusetts,78804,1.60%
288,South Bend,Indiana,100886,-6.80%
312,South Gate,California,95677,-0.80%
602,South Jordan,Utah,59366,100.10%
522,South San Francisco,California,66174,9.10%
724,Southaven,Mississippi,50997,72.80%
459,Southfield,Michigan,73006,-6.70%
998,Spanish Fork,Utah,36956,78.10%
321,Sparks,Nevada,93282,39.40%
978,Spartanburg,South Carolina,37647,-6.20%
102,Spokane,Washington,210721,7.00%
335,Spokane Valley,Washington,91113,12.60%
443,Springdale,Arkansas,75229,57.10%
148,Springfield,Missouri,164122,7.80%
158,Springfield,Massachusetts,153703,1.10%
230,Springfield,Illinois,117006,4.20%
590,Springfield,Oregon,60177,12.40%
603,Springfield,Ohio,59357,-9.80%
507,St. Charles,Missouri,67569,11.30%
592,St. Clair Shores,Michigan,60070,-4.60%
520,St. Cloud,Minnesota,66297,10.90%
898,St. Cloud,Florida,40918,86.20%
431,St. George,Utah,76817,53.10%
429,St. Joseph,Missouri,77147,4.10%
58,St. Louis,Missouri,318416,-8.20%
789,St. Louis Park,Minnesota,47411,7.30%
66,St. Paul,Minnesota,294873,2.80%
667,St. Peters,Missouri,54842,6.50%
78,St. Petersburg,Florida,249688,0.30%
209,Stamford,Connecticut,126456,7.60%
958,Stanton,California,38623,2.80%
877,State College,Pennsylvania,41757,8.70%
194,Sterling Heights,Michigan,131224,5.20%
792,Stillwater,Oklahoma,47186,20.10%
64,Stockton,California,298118,21.80%
916,Streamwood,Illinois,40351,10.10%
826,Strongsville,Ohio,44730,1.90%
367,Suffolk,Virginia,85728,33.50%
379,Sugar Land,Texas,83860,29.10%
807,Summerville,South Carolina,46074,62.90%
888,Sumter,South Carolina,41190,1.30%
170,Sunnyvale,California,147559,11.90%
342,Sunrise,Florida,90116,4.60%
216,Surprise,Arizona,123546,281.90%
177,Syracuse,New York,144669,-0.90%
107,Tacoma,Washington,203446,4.90%
125,Tallahassee,Florida,186411,21.80%
553,Tamarac,Florida,63155,12.90%
53,Tampa,Florida,352957,16.00%
649,Taunton,Massachusetts,56069,0.00%
566,Taylor,Michigan,61817,-6.30%
584,Taylorsville,Utah,60519,2.90%
266,Temecula,California,106780,55.40%
143,Tempe,Arizona,168228,5.80%
484,Temple,Texas,70190,27.10%
579,Terre Haute,Indiana,61025,2.50%
985,Texarkana,Texas,37442,7.40%
806,Texas City,Texas,46081,10.30%
935,The Colony,Texas,39458,45.70%
205,Thornton,Colorado,127359,52.90%
198,Thousand Oaks,California,128731,9.50%
734,Tigard,Oregon,50444,17.80%
630,Tinley Park,Illinois,57282,16.30%
833,Titusville,Florida,44206,7.80%
67,Toledo,Ohio,282313,-10.00%
202,Topeka,Kansas,127679,3.40%
171,Torrance,California,147478,6.60%
371,Tracy,California,84691,45.90%
374,Trenton,New Jersey,84349,-1.20%
387,Troy,Michigan,82821,2.20%
745,Troy,New York,49974,1.50%
33,Tucson,Arizona,526116,7.50%
576,Tulare,California,61170,33.30%
47,Tulsa,Oklahoma,398121,1.30%
482,Turlock,California,70365,23.50%
313,Tuscaloosa,Alabama,95334,21.10%
420,Tustin,California,78327,15.60%
808,Twin Falls,Idaho,45981,31.50%
291,Tyler,Texas,100223,18.60%
465,Union City,California,72528,7.40%
499,Union City,New Jersey,68247,1.70%
442,Upland,California,75413,9.50%
878,Urbana,Illinois,41752,10.30%
876,Urbandale,Iowa,41776,41.50%
567,Utica,New York,61808,2.20%
316,Vacaville,California,94275,5.40%
645,Valdosta,Georgia,56481,22.30%
223,Vallejo,California,118837,1.20%
977,Valley Stream,New York,37659,3.60%
145,Vancouver,Washington,167405,14.20%
536,Victoria,Texas,65098,7.50%
218,Victorville,California,121096,87.60%
578,Vineland,New Jersey,61050,9.30%
39,Virginia Beach,Virginia,448479,5.10%
201,Visalia,California,127763,33.60%
306,Vista,California,96929,7.70%
197,Waco,Texas,129030,12.50%
513,Walnut Creek,California,66900,3.50%
562,Waltham,Massachusetts,62227,5.00%
464,Warner Robins,Georgia,72531,45.70%
189,Warren,Michigan,134873,-2.30%
901,Warren,Ohio,40768,-15.20%
394,Warwick,Rhode Island,81971,-4.60%
23,Washington,District of Columbia,646449,13.00%
253,Waterbury,Connecticut,109676,2.20%
498,Waterloo,Iowa,68366,-0.50%
699,Watsonville,California,52477,12.70%
348,Waukegan,Illinois,88826,0.50%
475,Waukesha,Wisconsin,71016,8.00%
945,Wausau,Wisconsin,39309,1.70%
795,Wauwatosa,Wisconsin,47134,0.00%
588,Wellington,Florida,60202,55.00%
996,Weslaco,Texas,37093,28.80%
582,West Allis,Wisconsin,60697,-0.60%
261,West Covina,California,107740,2.30%
574,West Des Moines,Iowa,61255,29.80%
662,West Haven,Connecticut,55046,5.10%
250,West Jordan,Utah,110077,38.40%
705,West New York,New Jersey,52122,13.30%
280,West Palm Beach,Florida,102436,23.50%
746,West Sacramento,California,49891,55.60%
191,West Valley City,Utah,133579,22.20%
981,Westerville,Ohio,37530,5.70%
887,Westfield,Massachusetts,41301,3.00%
391,Westland,Michigan,82578,-4.70%
245,Westminster,Colorado,110945,9.40%
331,Westminster,California,91739,3.90%
497,Weston,Florida,68388,34.50%
657,Weymouth Town,Massachusetts,55419,0%
686,Wheaton,Illinois,53648,-3.40%
970,Wheeling,Illinois,38015,4.80%
625,White Plains,New York,57866,8.50%
360,Whittier,California,86635,3.30%
49,Wichita,Kansas,386552,9.70%
271,Wichita Falls,Texas,104898,0.70%
889,Wilkes-Barre,Pennsylvania,41108,-4.30%
240,Wilmington,North Carolina,112067,24.80%
470,Wilmington,Delaware,71525,-1.60%
753,Wilson,North Carolina,49628,10.10%
86,Winston-Salem,North Carolina,236441,16.90%
975,Winter Garden,Florida,37711,142.50%
949,Woburn,Massachusetts,39083,4.40%
528,Woodbury,Minnesota,65656,39.80%
643,Woodland,California,56590,13.80%
890,Woonsocket,Rhode Island,41026,-5.20%
129,Worcester,Massachusetts,182544,5.80%
828,Wylie,Texas,44575,185.20%
451,Wyoming,Michigan,74100,6.50%
322,Yakima,Washington,93257,11.70%
115,Yonkers,New York,199766,1.80%
511,Yorba Linda,California,67032,13.40%
837,York,Pennsylvania,43935,6.40%
532,Youngstown,Ohio,65184,-20.20%
530,Yuba City,California,65416,27.90%
698,Yucaipa,California,52536,26.80%
330,Yuma,Arizona,91923,16.20%
,,,,
Sources:,,,,
https://gist.github.com/Miserlou/11500b2345d3fe850c92,,,,
http://www.biggestuscities.com/top-1000,,,,
